siteid,fluxnetid,keyid,sitename,countryid,land_unit,status,latitude,longitude,year_began,network1,network2,network3,koeppen_climate,gtopo30_elevation,igbp_land_use,umd_land_cover,lai_fpar,npp_land_cover,plant_functional_type,network1_id
559,JP-Hac,jp.hachihama.01,Hachihama Observatory (Ohtaki),Japan,Asia,Active,34.53333333,133.9333333,1998,AsiaFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,87,Cropland/Natural Vegetation Mosaic,Woody Savannas,Savannah,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,2
560,JP-Hit,jp.hitsuijigaoka.01,Sapporo Forest Meteorology Research Site,Japan,Asia,Active,42.98683583,141.3852878,1999,JapanFlux,AsiaFlux,(null),Dfb - Snow fully humid warm summer,175,Mixed Forests,Mixed Forests,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,14
561,JP-Hok,jp.hokkaido.01,IGBP Tower Site- Hokkaido,Japan,Asia,Active,42.699,141.571,1998,AsiaFlux,(null),(null),Dfb - Snow fully humid warm summer,3,Water,Water,Water,Water,Water,2
563,JP-Kah,jp.kahoku.01,Kahoku experimental watershed,Japan,Asia,Active,33.133695,130.71187,1999,JapanFlux,AsiaFlux,(null),Cfa - Warm temperate fully humid with hot summer,179,Mixed Forests,Mixed Forests,Evergreen Broadleaf Forest,Evergreen Broadleaf Vegetation,Evergreen Broadleaf Trees,14
564,JP-Ksa,jp.kasumigaura.01,Lotus field on Lake Kasumigaura,Japan,Asia,Inactive,36.06666667,140.25,1996,AsiaFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,2,Water,Water,Water,Water,Water,2
565,JP-Kwa,jp.kawagoe.01,Kawagoe Forest Met. Research Site,Japan,Asia,Inactive,35.15,139.0833333,1997,JapanFlux,AsiaFlux,(null),Cfa - Warm temperate fully humid with hot summer,219,Urban and Built-Up,Urban and Built-Up,Urban,Urban,Urban and built up,14
567,JP-Onn,jp.onnenai.01,Onnenai- Kushiro Mire,Japan,Asia,Inactive,43.11666667,144.3333333,2001,AsiaFlux,(null),(null),Dfb - Snow fully humid warm summer,8,Cropland/Natural Vegetation Mosaic,Deciduous Needleleaf Forest,Deciduous Needleleaf Forest,Deciduous Needleleaf Vegetation,Deciduous Needleleaf Trees,2
568,JP-Shi,jp.shionomisaki.01,Shionomisaki Laboratory,Japan,Asia,Active,33.44277778,135.7594444,1999,AsiaFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,-3680,Woody Savannas,Woody Savannas,Savannah,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,2
569,JP-Tak,jp.takayama.01,Takayama,Japan,Asia,Active,36.14616667,137.4231111,1993,JapanFlux,AsiaFlux,(null),Dfb - Snow fully humid warm summer,1355,Mixed Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,14
574,JP-Tom,jp.tomakomai.01,Tomakomai National Forest,Japan,Asia,Inactive,42.73697222,141.5186389,2000,JapanFlux,AsiaFlux,(null),Dfb - Snow fully humid warm summer,115,Cropland/Natural Vegetation Mosaic,Savannas,Savannah,Evergreen Needleleaf Vegetation,Grass,14
575,JP-Tsu,jp.tsukuba.02,Grassland at NIAES,Japan,Asia,Inactive,36,140.0166667,(null),JapanFlux,AsiaFlux,(null),Cfa - Warm temperate fully humid with hot summer,13,Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,14
576,JP-Yaw,jp.yawara.01,Rice- Yawara-Ibaraki Prefecture,Japan,Asia,Active,36,140.0166667,1999,AsiaFlux,(null),(null),Cfa - Warm temperate fully humid with hot summer,13,Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,2
581,KR-Har,kr.hari.01,Hari Rural Rice Paddy,South Korea,Asia,Inactive,37.716667,126.3,2001,KoFlux,AsiaFlux,(null),Dwa - Snow dry winter hot summer,1,Water,Water,Water,Water,Water,15
584,KR-Kw1,kr.kwangnung_coniferous.01,Gwangneung Coniferous Forest,South Korea,Asia,Active,37.74860664,127.162525,1998,KoFlux,AsiaFlux,(null),Dwa - Snow dry winter hot summer,154,Mixed Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,15
588,KR-Suw,kr.suwon.01,Suwon Suburban Rice Paddy,South Korea,Asia,Active,37.26946667,126.9402167,2002,KoFlux,(null),(null),Cwa - Warm temperate with dry winter and hot summer,55,Cropland/Natural Vegetation Mosaic,Woody Savannas,Savannah,Annual Grass Vegetation,Grass,15
589,KZ-AL1,kz.al1.01,Shortandy AL1,Kazakhstan,Asia,Intermittent,51.51361111,71.46277778,2006,Unaffiliated,(null),(null),Dfb - Snow fully humid warm summer,357,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,19
590,KZ-AL2,kz.al2.01,Shortandy AL2,Kazakhstan,Asia,Intermittent,51.48361111,71.10472222,2006,Unaffiliated,(null),(null),Dfb - Snow fully humid warm summer,404,Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,19
591,KZ-AL3,kz.al3.01,Shortandy AL3,Kazakhstan,Asia,Intermittent,51.58722222,71.00083333,2006,Unaffiliated,(null),(null),Dfb - Snow fully humid warm summer,398,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,19
592,KZ-AL4,kz.al4.01,Shortandy AL4,Kazakhstan,Asia,Intermittent,51.68147222,71.14369444,2006,Unaffiliated,(null),(null),BSk - Arid Steppe cold,386,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,19
594,KZ-CW1,kz.cw1.01,Shortandy CW1,Kazakhstan,Asia,Intermittent,51.5275,71.48277778,2006,Unaffiliated,(null),(null),BSk - Arid Steppe cold,360,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,19
595,KZ-CW2,kz.cw2.01,Shortandy CW2,Kazakhstan,Asia,Intermittent,51.48083333,71.114,2006,Unaffiliated,(null),(null),Dfb - Snow fully humid warm summer,397,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,19
596,KZ-CW3,kz.cw3.01,Shortandy CW3,Kazakhstan,Asia,Intermittent,51.58888889,71.00027778,2006,Unaffiliated,(null),(null),Dfb - Snow fully humid warm summer,398,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,19
597,KZ-CW4,kz.cw4.01,Shortandy CW4,Kazakhstan,Asia,Intermittent,51.68277778,71.14772222,2006,Unaffiliated,(null),(null),BSk - Arid Steppe cold,387,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,19
598,KZ-VL1,kz.vl1.01,Shortandy VL1,Kazakhstan,Asia,Intermittent,51.51,71.45583333,2006,Unaffiliated,(null),(null),Dfb - Snow fully humid warm summer,356,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,19
599,KZ-VL2,kz.vl2.01,Shortandy VL2,Kazakhstan,Asia,Intermittent,51.4775,71.10361111,2006,Unaffiliated,(null),(null),Dfb - Snow fully humid warm summer,391,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,19
600,KZ-VL3,kz.vl3.01,Shortandy VL3,Kazakhstan,Asia,Intermittent,51.62333333,70.96944444,2006,Unaffiliated,(null),(null),Dfb - Snow fully humid warm summer,378,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,19
601,KZ-VL4,kz.vl4.01,Shortandy VL4,Kazakhstan,Asia,Intermittent,51.67555556,71.15444444,2006,Unaffiliated,(null),(null),BSk - Arid Steppe cold,387,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,19
602,KZ-VL5,kz.vlbr.01,Shortandy VLBR,Kazakhstan,Asia,Inactive,51.57583333,71.26805556,1999,Unaffiliated,(null),(null),Dfb - Snow fully humid warm summer,423,Croplands,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,19
603,KZ-Wht,kz.wht.01,Shortandy Wht,Kazakhstan,Asia,Intermittent,51.57361111,71.25972222,2006,Unaffiliated,(null),(null),Dfb - Snow fully humid warm summer,427,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,19
613,MN-Arv,mn.arvaikheer.01,Arvaikheer,Mongolia,Asia,Inactive,46.23381667,102.8251167,1998,AsiaFlux,(null),(null),BSk - Arid Steppe cold,1728,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,2
616,MN-Inn,mn.inner_mongolia.01,Inner Mongolia,China,Asia,Active,43.5,117.45,2003,ChinaFlux,(null),(null),Dwb - Snow dry winter warm summer,1720,Deciduous Broadleaf Forest,Deciduous Broadleaf Forest,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,10
637,MN-Mag,mn.mongolia.01,MAGIM,China,Asia,Intermittent,43.55472222,116.6780556,2004,Unaffiliated,(null),(null),Dwb - Snow dry winter warm summer,1247,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,19
644,MX-Cha,mx.chamela.01,Chamela Biological Station,Mexico,North America,Active,19.50928056,-105.040175,2005,Unaffiliated,(null),(null),As - Equatorial savannah with dry summer,58,Deciduous Broadleaf Forest,Deciduous Broadleaf Forest,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,19
646,MX-Lpa,mx.lapaz.01,La Paz,Mexico,North America,Active,24.12925,-110.4380278,2000,AmeriFlux,(null),(null),BWh - Arid desert hot,21,Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,1
661,NL-Ca1,nl.cabauw.01,Cabauw,Netherlands,Europe,Active,51.971,4.927,2000,GHG-Europe (EU-FP7),CarboEurope-IP (EU-FP6),(null),Cfb - Warm temperate fully humid with warm summer,1,Cropland/Natural Vegetation Mosaic,Croplands,Grasses/Cereal Crops,Annual Grass Vegetation,Cereal crop,37
665,NL-Hor,nl.horster.01,Horstermeer,Netherlands,Europe,Active,52.24035,5.071301,2003,IMECC (EU-FP6),CarboEurope-IP (EU-FP6),(null),Cfb - Warm temperate fully humid with warm summer,1,Mixed Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,32
666,NL-Lel,nl.lelystad.01,Lelystad,Netherlands,Europe,Active,52.52423818,5.551615935,2004,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,-4,Croplands,Croplands,Broadleaf Crops,Annual Broadleaf Vegetation,Broadleaf crop,40
667,NL-Loo,nl.loobos.01,Loobos,Netherlands,Europe,Active,52.166581,5.743556,1996,GHG-Europe (EU-FP7),IMECC (EU-FP6),CarboEurope-IP (EU-FP6),Cfb - Warm temperate fully humid with warm summer,25,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,37
670,NZ-Pur,nz.purerua.01,Purerua,New Zealand,Australia/Oceania,Inactive,-35.15,174.0333,1992,Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,34,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Forest,Evergreen Broadleaf Vegetation,Evergreen Broadleaf Trees,19
671,PA-SPs,pa.sardinilla_pasture.01,Sardinilla Pasture,Panama,South America,Inactive,9.313779833,-79.63142983,2007,Agroforestry Panama,(null),(null),Am - Equatorial monsoon,76,Cropland/Natural Vegetation Mosaic,Woody Savannas,Savannah,Annual Grass Vegetation,Grass,34
672,PA-SPn,pa.sardinilla_plantation.01,Sardinilla Plantation,Panama,South America,Inactive,9.318139833,-79.6346,2007,Agroforestry Panama,(null),(null),Am - Equatorial monsoon,80,Cropland/Natural Vegetation Mosaic,Croplands,Broadleaf Crops,Annual Broadleaf Vegetation,Broadleaf crop,34
678,PL-Bre,pl.brenna.01,Brenna,Poland,Europe,Active,49.66667,18.93333,2002,Carbomont (EU-FP5),(null),(null),Dfb - Snow fully humid warm summer,706,Mixed Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,9
679,PL-Pol,pl.polana.01,Polana,Slovakia,Europe,Active,48.63333333,19.53333333,2004,European Unaffiliated,(null),(null),Dfb - Snow fully humid warm summer,800,Mixed Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,40
680,PL-wet,pl.polwet.01,Polwet,Poland,Europe,Active,52.7621994,16.30940056,2004,GHG-Europe (EU-FP7),CarboEurope-IP (EU-FP6),(null),Cfb - Warm temperate fully humid with warm summer,55,Mixed Forests,Mixed Forests,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,37
684,PT-Esp,pt.espirra.01,Espirra,Portugal,Europe,Active,38.63940048,-8.601799965,2002,CarboEurope-IP (EU-FP6),CarboEuroFlux (EU-FP5),(null),"Csa - Warm temperate with dry, hot summer",90,Woody Savannas,Woody Savannas,Savannah,Annual Grass Vegetation,Grass,7
685,PT-Mi1,pt.evora.01,Mitra (Evora),Portugal,Europe,Active,38.54063889,-8.000055556,1999,CarboEurope-IP (EU-FP6),CarboEuroFlux (EU-FP5),(null),"Csa - Warm temperate with dry, hot summer",230,Savannas,Savannas,Savannah,Annual Grass Vegetation,Grass,7
687,PT-Mi3,pt.mitra2.01,Mitra II (Evora),Portugal,Europe,Active,38.54063889,-8.000055556,2005,CarboEurope,(null),(null),"Csa - Warm temperate with dry, hot summer",230,Savannas,Savannas,Savannah,Annual Grass Vegetation,Grass,6
688,PT-Mi2,pt.mitra4.01,Mitra IV Tojal,Portugal,Europe,Active,38.47650146,-8.024550438,2004,CarboEurope-IP (EU-FP6),(null),(null),"Csa - Warm temperate with dry, hot summer",193,Savannas,Savannas,Savannah,Annual Grass Vegetation,Grass,7
692,RU-Che,ru.cherskii.01,Cherskii,Russia,Asia,Active,68.61304,161.34143,2002, TCOS Siberia  (EU-FP5), TCOS Siberia  (EU-FP5), TCOS Siberia  (EU-FP5),Dfc - Snow fully humid cool summer,3,Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,20
693,RU-Cok,ru.chokurdakh.01,Chokurdakh / Kytalyk,Russia,Asia,Inactive,70.82913889,147.4942778,2003, TCOS Siberia  (EU-FP5), TCOS Siberia  (EU-FP5), TCOS Siberia  (EU-FP5),Dfc - Snow fully humid cool summer,16,Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,20
694,RU-Cuk,ru.chukotka.01,Chukotka,Russia,Asia,Active,65.59483333,171.0525,2001, TCOS Siberia  (EU-FP5),(null),(null),Dfc - Snow fully humid cool summer,183,Open Shrublands,Open Shrublands,Shrubs,Annual Broadleaf Vegetation,Shrub,20
709,RU-Fyo,ru.ffedorovskoje_new.01,Fedorovskoje-drained spruce stand,Russia,Asia,Active,56.4615278,32.9220833,1998, TCOS Siberia  (EU-FP5),(null),(null),Dfb - Snow fully humid warm summer,273,Mixed Forests,Mixed Forests,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,20
713,RU-Sam,ru.samoylov.01,Samoylov Island- Lena Delta,Russia,Asia,Intermittent,72.3738,126.4958,2002,European Unaffiliated,Carbomont (EU-FP5),(null),Dfd - Snow fully humid extremely continental,16,Woody Savannas,Woody Savannas,Savannah,Annual Grass Vegetation,Shrub,40
714,RU-Tuv,ru.tuva.01,Tuva,Russia,Asia,Inactive,50.15,94.45,2004,JapanFlux,AsiaFlux,(null),Dfb - Snow fully humid warm summer,948,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,14
715,RU-Ha1,ru.ubsu_nur_hak1.01,Ubs Nur- Hakasija - grassland,Russia,Asia,Active,54.72517,90.00215,2002, TCOS Siberia  (EU-FP5), TCOS Siberia  (EU-FP5), TCOS Siberia  (EU-FP5),Dfc - Snow fully humid cool summer,449,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,20
716,RU-Ha2,ru.ubsu_nur_hak2.01,Ubs Nur- Hakasija - recovering grassland,Russia,Asia,Active,54.77301,89.95664,2002, TCOS Siberia  (EU-FP5), TCOS Siberia  (EU-FP5), TCOS Siberia  (EU-FP5),Dfc - Snow fully humid cool summer,407,Woody Savannas,Woody Savannas,Savannah,Annual Grass Vegetation,Grass,20
717,RU-Ha3,ru.ubsu_nur_hak3.01,Ubs Nur- Hakasija - Site 3,Russia,Asia,Active,54.70455,89.07785,2004, TCOS Siberia  (EU-FP5), TCOS Siberia  (EU-FP5), TCOS Siberia  (EU-FP5),Dfc - Snow fully humid cool summer,437,Mixed Forests,Mixed Forests,Deciduous Broadleaf Forest,Deciduous Broadleaf Vegetation,Deciduous Broadleaf Trees,20
719,RU-Ylr,ru.yakutsk_larch.01,Yakutsk-Larch,Russia,Asia,Active,62.255,129.6189,1996,European Unaffiliated,JapanFlux,(null),Dfd - Snow fully humid extremely continental,214,Deciduous Needleleaf Forest,Deciduous Needleleaf Forest,Deciduous Needleleaf Forest,Deciduous Needleleaf Vegetation,Deciduous Needleleaf Trees,40
720,RU-Ypn,ru.yakutsk_pine.01,Yakutsk-Pine,Russia,Asia,Active,62.2414,129.6506,1998,European Unaffiliated,JapanFlux,(null),Dfd - Snow fully humid extremely continental,208,Deciduous Needleleaf Forest,Deciduous Needleleaf Forest,Deciduous Needleleaf Forest,Deciduous Needleleaf Vegetation,Deciduous Needleleaf Trees,40
721,RU-Zot,ru.zotino.01,Zotino,Russia,Asia,Active,60.80080032,89.35079956,2002, TCOS Siberia  (EU-FP5), TCOS Siberia  (EU-FP5), TCOS Siberia  (EU-FP5),Dfc - Snow fully humid cool summer,124,Woody Savannas,Woody Savannas,Savannah,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,20
724,SD-Dem,sd.demokeya.01,Demokeya,Sudan,Africa,Inactive,13.2829,30.4783,2002,CarboAfrica (EU-FP6),(null),(null),BWh - Arid desert hot,608,Grasslands,Grasslands,Grasses/Cereal Crops,Annual Grass Vegetation,Grass,4
725,SE-Asa,se.asa.01,Asa,Sweden,Europe,Inactive,57.17226111,14.8001,2004,European Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,205,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,40
726,SE-As2,se.asa_nybygget.01,Asa Nybygget,Sweden,Europe,Active,57.1495,14.738663,2005,Unaffiliated,(null),(null),Cfb - Warm temperate fully humid with warm summer,260,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,19
727,SE-Deg,se.degero.01,Degero Stormyr (NECC),Sweden,Europe,Active,64.18197222,19.55669444,2001,CarboEurope-IP (EU-FP6),(null),(null),Dfc - Snow fully humid cool summer,242,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,7
728,SE-Fla,se.flakaliden.01,Flakaliden,Sweden,Europe,Active,64.11277777,19.45694444,1996,CarboEuroFlux (EU-FP5),EuroFlux (EU-FP4),(null),Dfc - Snow fully humid cool summer,307,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,5
729,SE-Kno,se.knottasen.01,Knottasen,Sweden,Europe,Active,60.99825,16.21727778,2004,CarboEurope-IP (EU-FP6),(null),(null),Dfc - Snow fully humid cool summer,285,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,7
730,SE-Nor,se.norunda.01,Norunda,Sweden,Europe,Active,60.08649722,17.47950278,1996,CarboEurope-IP (EU-FP6),CarboEuroFlux (EU-FP5),EuroFlux (EU-FP4),Dfb - Snow fully humid warm summer,28,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,7
732,SE-Sk2,se.skyttorp.01,Skyttorp,Sweden,Europe,Active,60.12966667,17.84005556,2004,CarboEurope-IP (EU-FP6),(null),(null),Dfb - Snow fully humid warm summer,58,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Forest,Evergreen Needleleaf Vegetation,Evergreen Needleleaf Trees,7
